שם רחוב,שכונה עירונית,שכונה סטטיסטית,מזרח/מערב,קו רוחב,קו אורך
הנחושת,אזור תעשיה עטרות,"אזור תעשיה עטרות, שכ שדה תעופה עטרות",מזרח,31.856298,35.215178
העופרת,אזור תעשיה עטרות,"אזור תעשיה עטרות, שכ שדה תעופה עטרות",מזרח,31.856484,35.215855
התמרוקים,אזור תעשיה עטרות,"אזור תעשיה עטרות, שכ שדה תעופה עטרות",מזרח,31.854985,35.216698
יציב,אזור תעשיה עטרות,"אזור תעשיה עטרות, שכ שדה תעופה עטרות",מזרח,31.855795,35.214445
יתרון,אזור תעשיה עטרות,"אזור תעשיה עטרות, שכ שדה תעופה עטרות",מזרח,31.850493,35.220627
מפעלות,אזור תעשיה עטרות,"אזור תעשיה עטרות, שכ שדה תעופה עטרות",מזרח,31.856419,35.21414
נמל התעופה,אזור תעשיה עטרות,"אזור תעשיה עטרות, שכ שדה תעופה עטרות",מזרח,31.854099,35.224051
עוצמה,אזור תעשיה עטרות,"אזור תעשיה עטרות, שכ שדה תעופה עטרות",מזרח,31.855678,35.220173
עטרות,אזור תעשיה עטרות,"אזור תעשיה עטרות, שכ שדה תעופה עטרות",מזרח,31.852542,35.217762
פרי עמל,אזור תעשיה עטרות,"אזור תעשיה עטרות, שכ שדה תעופה עטרות",מזרח,31.852713,35.223019
תוצרת,אזור תעשיה עטרות,"אזור תעשיה עטרות, שכ שדה תעופה עטרות",מזרח,31.850238,35.22427
אבו עובידה אבן אל ג'ארח,אמריקן קולוני,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.790034,35.231602
אבן ג'ובייר,אמריקן קולוני,שייח' ג'ראח,מזרח,31.791688,35.229078
אבן ח'לדון,אמריקן קולוני,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.787483,35.231465
אח'וואן א ספא,אמריקן קולוני,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.788232,35.232292
בהא א דין,אמריקן קולוני,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.789395,35.230813
דרך שכם,אמריקן קולוני,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.79122,35.228734
הינד אל חוסייני סימטה 2,אמריקן קולוני,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.788969,35.232286
הינד אל חוסיני,אמריקן קולוני,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.788969,35.232286
ח'אלד אבן אל וליד,אמריקן קולוני,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.7892,35.23321
חאתם א טאי,אמריקן קולוני,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.788657,35.232025
לואי ונסן,אמריקן קולוני,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.789571,35.229613
מוחמד א סלאח,אמריקן קולוני,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.789657,35.230498
סלאח א דין סמטה 3,אמריקן קולוני,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.788272,35.229255
עות'מאן בן עפאן,אמריקן קולוני,שייח' ג'ראח,מזרח,31.791194,35.231869
עלי אבן אבו טאלב,אמריקן קולוני,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.78856,35.231635
עלי אבן אבי טאלב סמטה 1,אמריקן קולוני,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.789116,35.230988
קונדר,אמריקן קולוני,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.79116,35.228746
ארזי הבירה,ארזי הבירה,שכ ארזי הבירה,מזרח,31.793151,35.224488
פתחיה,ארזי הבירה,שכ ארזי הבירה,מזרח,31.791726,35.225132
שדרות חיים ברלב,ארזי הבירה,שכ ארזי הבירה,מזרח,31.791844,35.226317
שמואל הנביא,ארזי הבירה,שכ הבוכרים,מזרח,31.792717,35.223044
שמעון הצדיק,ארזי הבירה,שכ ארזי הבירה,מזרח,31.793643,35.225856
תדהר,ארזי הבירה,שכ הבוכרים,מזרח,31.793044,35.222655
אפרים ושיץ,ארנונה,שכ ארנונה,מערב,31.744023,35.220094
אשר וינר,ארנונה,"אזור תעשיה תלפיות, מע תלפיות",מערב,31.744613,35.216158
בית הערבה,ארנונה,שכ ארנונה,מערב,31.746392,35.219742
בן גבריאל,ארנונה,שכ ארנונה,מערב,31.748819,35.219889
דרך חברון,ארנונה,שכ ארנונה,מערב,31.744752,35.216294
השופט חיים כהן,ארנונה,שכ ארנונה,מערב,31.744721,35.21963
זגפריד מוזס,ארנונה,שכ ארנונה,מערב,31.747645,35.221745
יוסף לוריא,ארנונה,שכ ארנונה,מערב,31.744523,35.220533
כפר עציון,ארנונה,שכ ארנונה,מערב,31.743907,35.221168
לייב יפה,ארנונה,שכ ארנונה,מערב,31.745665,35.221439
משואות יצחק,ארנונה,שכ ארנונה,מערב,31.745414,35.22249
צבי נוימן,ארנונה,שכ ארנונה,מערב,31.74693,35.217504
קורא הדורות,ארנונה,שכ ארנונה,מערב,31.748081,35.221831
רבדים,ארנונה,שכ ארנונה,מערב,31.747097,35.218702
רבנו פוליטי,ארנונה,שכ ארנונה,מערב,31.747585,35.219491
שדרות עין צורים,ארנונה,שכ תלפיות,מערב,31.749025,35.219211
א זהרא',באב א זהרה,שכ מסעודיה,מזרח,31.785965,35.231221
אבן בטוטה,באב א זהרה,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.786785,35.233108
אבן ח'לדון,באב א זהרה,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.78656,35.231918
אבן סינא,באב א זהרה,שכ מסעודיה,מזרח,31.783818,35.233249
אח'וואן א ספא,באב א זהרה,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.786854,35.236929
אל אח'טל,באב א זהרה,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.786802,35.236469
אל אספהאני,באב א זהרה,שכ מסעודיה,מזרח,31.784777,35.232936
אל חרירי,באב א זהרה,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.786988,35.234012
אל חרירי סמטה 1,באב א זהרה,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.787772,35.234314
אל יעקובי,באב א זהרה,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.787313,35.233201
אל מוקדסי,באב א זהרה,שכ מסעודיה,מזרח,31.784054,35.237106
אל מוקדסי סמטה 1,באב א זהרה,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.785975,35.236477
אל מסעודי,באב א זהרה,שכ מסעודיה,מזרח,31.78537,35.232818
אל מסעודי סמטה 1,באב א זהרה,שכ מסעודיה,מזרח,31.785539,35.232943
אמיר דרורי,באב א זהרה,שכ מסעודיה,מזרח,31.783814,35.236021
דרך ואדי אל ג'וז,באב א זהרה,ואדי אל ג'וז,מזרח,31.787779,35.236898
דרך יריחו,באב א זהרה,שכ מסעודיה,מזרח,31.783956,35.237176
הארון א רשיד,באב א זהרה,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.785767,35.234447
ח'אלד אבן אל וליד,באב א זהרה,ואדי אל ג'וז,מזרח,31.788154,35.236109
חאתם א טאי,באב א זהרה,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.787962,35.232432
נור א דין,באב א זהרה,שכ מסעודיה,מזרח,31.785007,35.236001
סולטאן סולימאן,באב א זהרה,"הר הבית, שער שכם, רובע מוסלמי",מזרח,31.783391,35.234172
סלאח א דין,באב א זהרה,שכ מסעודיה,מזרח,31.783555,35.233397
סלאח א דין סמטה 1,באב א זהרה,שכ מסעודיה,מזרח,31.784096,35.232907
א.י. שחראי,בית הכרם,רמת בית הכרם,מערב,31.773151,35.18739
א.מ. ברכיהו,בית הכרם,"גבעת בית הכרם, שכ הפועלים, ש הריאל, שכ בית הכרם",מערב,31.777229,35.189548
אביזוהר,בית הכרם,רמת בית הכרם,מערב,31.774717,35.187319
אהרונוב,בית הכרם,רמת בית הכרם,מערב,31.776758,35.187484
אמיר,בית הכרם,שכ יפה נוף,מערב,31.776315,35.183525
בית הכרם,בית הכרם,,מערב,31.780237,35.188688
בן ציון דינור,בית הכרם,רמת בית הכרם,מערב,31.76981,35.192798
גבעת בית הכרם,בית הכרם,"גבעת בית הכרם, שכ הפועלים, ש הריאל, שכ בית הכרם",מערב,31.774156,35.18965
דגניה,בית הכרם,שכ יפה נוף,מערב,31.78345,35.191349
דה רוסי,בית הכרם,רמת בית הכרם,מערב,31.773359,35.188432
דוד פלומבו,בית הכרם,רמת בית הכרם,מערב,31.77091,35.190028
דרך יוסף וייץ,בית הכרם,,מערב,31.782218,35.182173
דרך מרדכי איש שלום,בית הכרם,שכ יפה נוף,מערב,31.780028,35.184333
האלוף יוחאי בן נון,בית הכרם,רמת בית הכרם,מערב,31.773092,35.190385
הארזים,בית הכרם,שכ יפה נוף,מערב,31.779662,35.185608
הבנאי,בית הכרם,"גבעת בית הכרם, שכ הפועלים, ש הריאל, שכ בית הכרם",מערב,31.77572,35.191604
הברושים,בית הכרם,"גבעת בית הכרם, שכ הפועלים, ש הריאל, שכ בית הכרם",מערב,31.77885,35.190089
הגיא,בית הכרם,,מערב,31.778337,35.193059
החוצב,בית הכרם,"גבעת בית הכרם, שכ הפועלים, ש הריאל, שכ בית הכרם",מערב,31.775727,35.19227
החלוץ,בית הכרם,"גבעת בית הכרם, שכ הפועלים, ש הריאל, שכ בית הכרם",מערב,31.779018,35.190107
המורה,בית הכרם,,מערב,31.78109,35.191388
המייסדים,בית הכרם,"גבעת בית הכרם, שכ הפועלים, ש הריאל, שכ בית הכרם",מערב,31.77708,35.190832
הסוללים,בית הכרם,"גבעת בית הכרם, שכ הפועלים, ש הריאל, שכ בית הכרם",מערב,31.776934,35.190915
הסופר,בית הכרם,,מערב,31.781153,35.189493
הסתת,בית הכרם,"גבעת בית הכרם, שכ הפועלים, ש הריאל, שכ בית הכרם",מערב,31.775077,35.190627
התומר,בית הכרם,שכ יפה נוף,מערב,31.778519,35.1866
זוטא,בית הכרם,,מערב,31.780432,35.189447
ח.ד. שחר,בית הכרם,,מערב,31.780615,35.194676
חזון ציון,בית הכרם,,מערב,31.782241,35.194548
חיים נחמן ביאליק,בית הכרם,"גבעת בית הכרם, שכ הפועלים, ש הריאל, שכ בית הכרם",מערב,31.778375,35.189347
יהושוע פרבשטיין,בית הכרם,שכ יפה נוף,מערב,31.783179,35.191795
יוסף צבי רימון,בית הכרם,רמת בית הכרם,מערב,31.768952,35.191548
יעקב ארנון,בית הכרם,רמת בית הכרם,מערב,31.770281,35.19
יעקב סימן טוב,בית הכרם,רמת בית הכרם,מערב,31.771645,35.18962
יעקב סלמן,בית הכרם,רמת בית הכרם,מערב,31.773425,35.192737
יעקב שריבוים,בית הכרם,רמת בית הכרם,מערב,31.770739,35.194049
יפה נוף,בית הכרם,רמת בית הכרם,מערב,31.776105,35.184335
יציאה למחלף גבעת מרדכי,בית הכרם,רמת בית הכרם,מערב,31.768146,35.194359
יציאה לרחוב שמואל בייט,בית הכרם,רמת בית הכרם,מערב,31.767202,35.193713
יציאה לשדרות מנחם בגין,בית הכרם,,מערב,31.781624,35.196209
כרמון,בית הכרם,,מערב,31.781273,35.193729
כתריאל טחורש,בית הכרם,רמת בית הכרם,מערב,31.772767,35.189096
מגדים,בית הכרם,שכ יפה נוף,מערב,31.7778,35.185046
מסוף פי גלילות,בית הכרם,,מערב,31.780408,35.180533
מעבר יורם ורונה קרן,בית הכרם,רמת בית הכרם,מערב,31.774702,35.188085
מעגל בית המדרש,בית הכרם,,מערב,31.781319,35.190247
מעלה משה הילמן,בית הכרם,שכ יפה נוף,מערב,31.780771,35.187127
מעלה קדיש סילמן,בית הכרם,,מערב,31.780525,35.191944
מעלות המחנך,בית הכרם,,מערב,31.781185,35.193557
מעלות חנינא מזרחי,בית הכרם,,מערב,31.780497,35.19395
מרה,בית הכרם,רמת בית הכרם,מערב,31.771601,35.193413
משה אהרון טוב,בית הכרם,רמת בית הכרם,מערב,31.771409,35.191412
משה חובב,בית הכרם,רמת בית הכרם,מערב,31.773931,35.187732
משה קול,בית הכרם,רמת בית הכרם,מערב,31.774385,35.18766
משכן שילה,בית הכרם,רמת בית הכרם,מערב,31.773119,35.190482
נוף הרים,בית הכרם,שכ יפה נוף,מערב,31.778978,35.182896
ניסן הרפז,בית הכרם,רמת בית הכרם,מערב,31.773159,35.191534
נתן שלם,בית הכרם,"גבעת בית הכרם, שכ הפועלים, ש הריאל, שכ בית הכרם",מערב,31.779248,35.187882
סמדר,בית הכרם,שכ יפה נוף,מערב,31.778051,35.18436
עמירם סיוון,בית הכרם,"גבעת בית הכרם, שכ הפועלים, ש הריאל, שכ בית הכרם",מערב,31.774479,35.190861
פרופ' רענן ויץ,בית הכרם,,מערב,31.778564,35.193206
פרחי חן,בית הכרם,שכ יפה נוף,מערב,31.777543,35.183539
קבק,בית הכרם,,מערב,31.779794,35.190862
רבי בנימין,בית הכרם,,מערב,31.781738,35.195056
רחל המשוררת,בית הכרם,שכ יפה נוף,מערב,31.780657,35.186368
שדרות אריאל תמס,בית הכרם,"גבעת בית הכרם, שכ הפועלים, ש הריאל, שכ בית הכרם",מערב,31.779346,35.189826
שדרות הרצל,בית הכרם,"גבעת בית הכרם, שכ הפועלים, ש הריאל, שכ בית הכרם",מערב,31.778348,35.186549
שדרות וולפסון,בית הכרם,,מערב,31.782494,35.196269
שדרות מנחם בגין,בית הכרם,רמת בית הכרם,מערב,31.770989,35.194662
שילר,בית הכרם,"גבעת בית הכרם, שכ הפועלים, ש הריאל, שכ בית הכרם",מערב,31.777184,35.188085
